,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017-03-26,57.9,57.9,57.0,57.0,57.9,57.0,57.9,59.0,60.1,62.1,66.0,69.1,68.0,69.1,66.9,66.0,66.0,64.9,62.1,61.0,60.1,60.1,60.1,57.9
2017-03-27,57.0,57.0,55.9,55.0,55.0,55.0,57.0,57.9,61.0,64.0,69.1,73.9,72.0,73.0,73.0,70.0,72.0,69.1,66.9,64.9,64.9,64.0,63.0,0
2017-03-28,64.0,63.0,63.0,57.9,57.0,57.0,57.0,60.1,64.0,66.9,72.0,73.9,77.0,78.1,75.9,75.9,75.0,73.9,71.1,69.1,66.9,64.9,64.9,64.0
2017-03-29,63.0,61.0,59.0,57.9,57.9,57.0,55.9,60.1,66.0,72.0,75.0,80.1,82.9,79.0,79.0,78.1,77.0,73.9,70.0,68.0,66.0,64.9,64.0,63.0
2017-03-30,62.1,61.0,60.1,61.0,61.0,59.0,60.1,63.0,64.9,69.1,73.0,73.9,72.0,72.0,68.0,68.0,66.0,66.9,72.0,69.1,66.9,64.9,63.0,63.0
2017-03-31,62.1,61.0,61.0,60.1,59.0,59.0,57.9,61.0,64.0,66.9,70.0,73.9,75.0,69.1,66.9,68.0,68.0,66.9,64.0,61.0,60.1,61.0,61.0,60.1
2017-04-01,57.9,57.9,55.9,55.0,55.0,54.0,54.0,55.9,63.0,68.0,70.0,73.0,73.9,72.0,71.1,73.0,70.0,68.0,64.9,63.0,62.1,61.0,61.0,60.1
2017-04-02,59.0,59.0,57.9,57.0,57.0,57.0,55.9,59.0,64.0,68.0,72.0,75.0,78.1,75.0,73.0,70.0,68.0,66.0,62.1,59.0,57.9,57.0,57.0,57.0
2017-04-03,57.0,57.0,57.9,57.9,59.0,57.9,57.9,57.9,60.1,61.0,66.0,66.9,68.0,66.0,66.0,64.9,64.0,62.1,61.0,60.1,59.0,59.0,60.1,59.0
2017-04-04,59.0,60.1,59.0,60.1,59.0,59.0,60.1,60.1,62.1,64.9,66.9,71.1,75.0,72.0,71.1,70.0,68.0,66.9,64.9,62.1,61.0,60.1,59.0,59.0
2017-04-05,59.0,57.9,57.0,57.0,57.0,57.0,57.9,61.0,66.9,75.0,80.1,84.0,82.0,81.0,81.0,80.1,75.0,72.0,68.0,64.9,64.0,63.0,62.1,63.0
2017-04-06,61.0,60.1,60.1,57.9,57.9,57.0,57.0,57.9,63.0,64.9,70.0,73.9,77.0,78.1,75.9,69.1,66.0,66.0,63.0,62.1,60.1,60.1,59.0,57.9
2017-04-07,57.9,57.0,57.9,57.9,59.0,60.1,59.0,60.1,62.1,64.9,70.0,72.0,70.0,69.1,70.0,69.1,69.1,66.9,64.0,63.0,62.1,61.0,61.0,61.0
2017-04-08,60.1,57.0,57.0,57.0,57.0,57.9,57.9,60.1,61.0,64.9,66.9,69.1,66.9,66.9,66.0,66.0,66.0,66.0,63.0,61.0,60.1,62.1,60.1,59.0
2017-04-09,57.9,55.9,55.9,54.0,54.0,53.1,54.0,55.9,59.0,63.0,64.9,66.9,71.1,71.1,68.0,66.9,68.0,66.9,64.0,63.0,63.0,62.1,61.0,62.1
2017-04-10,57.9,57.9,55.9,57.9,55.0,55.0,54.0,59.0,64.0,66.9,72.0,75.0,78.1,77.0,73.0,73.0,71.1,69.1,66.9,64.0,62.1,61.0,60.1,60.1
2017-04-11,59.0,57.9,57.0,59.0,55.9,54.0,55.0,59.0,68.0,75.0,75.0,69.1,69.1,70.0,66.9,64.0,62.1,61.0,61.0,60.1,60.1,0,0,0
2017-04-12,60.1,59.0,59.0,57.9,57.9,57.0,55.9,60.1,64.0,66.0,70.0,73.9,71.1,69.1,66.9,66.0,66.0,64.9,64.9,62.1,61.0,60.1,0,0
2017-04-13,59.0,57.9,57.9,57.0,55.9,55.9,57.9,61.0,66.0,66.0,68.0,69.1,71.1,69.1,68.0,66.9,66.9,64.9,62.1,61.0,59.0,57.9,57.9,0
2017-04-14,59.0,57.9,57.0,57.0,55.0,55.0,55.0,57.9,62.1,62.1,66.0,69.1,69.1,66.9,66.9,66.9,66.0,66.0,64.0,62.1,60.1,60.1,59.0,0
2017-04-15,57.0,57.9,57.0,55.0,54.0,54.0,55.0,60.1,64.9,69.1,72.0,73.0,73.9,73.0,73.0,72.0,72.0,71.1,68.0,64.9,63.0,61.0,60.1,60.1
2017-04-16,59.0,57.9,57.0,57.0,57.0,57.0,55.9,59.0,64.0,71.1,73.0,73.9,73.9,75.9,72.0,71.1,70.0,68.0,64.0,61.0,59.0,59.0,59.0,0
2017-04-17,59.0,57.9,57.9,57.9,55.9,57.9,57.9,61.0,63.0,68.0,71.1,73.9,75.0,75.0,72.0,70.0,71.1,69.1,63.0,62.1,62.1,62.1,61.0,61.0
2017-04-18,62.1,61.0,61.0,61.0,61.0,61.0,60.1,64.0,66.9,71.1,72.0,73.9,72.0,73.0,75.9,69.1,66.9,69.1,66.9,64.9,63.0,63.0,62.1,61.0
2017-04-19,61.0,61.0,62.1,62.1,62.1,61.0,62.1,64.9,66.9,69.1,73.0,73.0,71.1,69.1,69.1,70.0,69.1,70.0,69.1,66.9,64.9,64.0,63.0,63.0
2017-04-20,62.1,62.1,61.0,60.1,60.1,60.1,60.1,62.1,64.9,69.1,75.0,73.9,73.9,75.9,77.0,77.0,77.0,75.9,71.1,69.1,73.9,73.0,69.1,66.9
2017-04-21,64.9,63.0,62.1,63.0,62.1,61.0,61.0,66.0,70.0,75.9,81.0,84.9,90.0,82.9,80.1,82.9,82.0,81.0,81.0,77.0,75.0,73.9,73.0,71.1
2017-04-22,69.1,66.9,66.0,64.9,64.0,63.0,64.0,70.0,73.9,80.1,84.9,87.1,90.0,84.9,82.9,82.0,80.1,82.0,77.0,73.0,70.0,69.1,66.0,0
2017-04-23,64.9,64.0,63.0,62.1,62.1,62.1,62.1,64.9,68.0,70.0,75.0,80.1,77.0,73.9,72.0,72.0,72.0,71.1,66.0,63.0,62.1,62.1,62.1,61.0
2017-04-24,60.1,59.0,60.1,61.0,61.0,61.0,61.0,64.0,64.9,68.0,69.1,72.0,71.1,71.1,70.0,69.1,66.9,66.9,64.0,62.1,60.1,60.1,61.0,61.0
2017-04-25,60.1,62.1,61.0,60.1,62.1,64.0,64.0,66.9,70.0,72.0,73.0,73.9,75.9,73.9,75.0,75.9,75.0,73.9,75.9,73.9,72.0,71.1,70.0,69.1
2017-04-26,64.9,63.0,63.0,62.1,61.0,61.0,61.0,64.0,66.9,72.0,75.0,75.9,77.0,75.9,73.9,73.9,73.0,71.1,68.0,66.0,64.9,64.0,63.0,63.0
2017-04-27,63.0,63.0,62.1,61.0,62.1,60.1,62.1,64.9,68.0,71.1,75.9,82.0,80.1,81.0,84.0,82.9,84.0,84.0,82.0,80.1,78.1,77.0,75.0,73.9
2017-04-28,73.0,71.1,73.0,71.1,71.1,70.0,70.0,71.1,73.0,75.9,80.1,82.0,82.9,82.9,84.0,84.0,84.0,82.9,79.0,77.0,75.0,73.9,75.0,73.9
2017-04-29,73.9,73.9,72.0,72.0,70.0,64.0,64.9,70.0,73.0,77.0,81.0,82.0,82.9,82.0,80.1,79.0,77.0,75.9,73.9,69.1,68.0,68.0,66.9,64.9
2017-04-30,64.9,64.0,62.1,62.1,60.1,60.1,61.0,72.0,75.0,80.1,82.9,84.9,82.0,81.0,80.1,79.0,78.1,78.1,73.9,70.0,66.9,64.9,64.0,62.1
2017-05-01,61.0,60.1,60.1,60.1,60.1,61.0,62.1,66.9,73.0,77.0,80.1,84.0,82.0,80.1,78.1,80.1,79.0,78.1,75.0,71.1,68.0,66.9,66.0,64.9
2017-05-02,64.0,64.0,64.0,64.0,63.0,63.0,64.0,68.0,72.0,75.9,82.0,84.0,80.1,78.1,78.1,80.1,79.0,77.0,73.0,68.0,66.0,64.9,66.0,66.0
2017-05-03,66.0,64.9,64.0,63.0,63.0,63.0,63.0,66.0,68.0,73.0,78.1,79.0,78.1,79.0,78.1,78.1,75.9,75.0,71.1,68.0,66.0,64.9,64.9,64.0
2017-05-04,63.0,63.0,63.0,62.1,61.0,61.0,61.0,64.0,68.0,73.0,78.1,77.0,73.9,73.9,73.0,70.0,69.1,66.0,64.0,63.0,62.1,62.1,62.1,61.0
2017-05-05,61.0,60.1,60.1,60.1,60.1,61.0,61.0,62.1,63.0,64.0,64.9,69.1,70.0,71.1,70.0,68.0,66.9,64.9,64.0,62.1,62.1,63.0,63.0,63.0
2017-05-06,63.0,63.0,62.1,62.1,62.1,63.0,63.0,62.1,61.0,63.0,64.9,66.0,63.0,64.0,64.0,63.0,63.0,63.0,60.1,57.0,55.9,55.9,55.9,53.1
2017-05-07,54.0,51.1,52.0,52.0,52.0,53.1,57.0,60.1,60.1,63.0,64.9,64.9,62.1,59.0,59.0,55.9,57.0,55.9,55.9,55.9,55.0,54.0,0,0
2017-05-08,53.1,53.1,52.0,51.1,51.1,51.1,53.1,57.9,61.0,64.9,68.0,70.0,69.1,69.1,66.0,66.0,66.9,66.9,64.0,62.1,62.1,61.0,61.0,59.0
2017-05-09,57.9,57.9,55.9,57.0,57.9,59.0,60.1,63.0,63.0,63.0,66.0,66.9,68.0,69.1,70.0,69.1,66.9,66.0,64.9,64.0,63.0,63.0,63.0,63.0
2017-05-10,62.1,62.1,62.1,62.1,63.0,63.0,63.0,63.0,64.0,64.9,66.0,64.0,64.9,66.9,69.1,68.0,68.0,68.0,66.0,64.0,63.0,63.0,62.1,0
2017-05-11,61.0,61.0,60.1,59.0,57.9,57.9,60.1,64.0,66.0,68.0,69.1,70.0,71.1,71.1,69.1,69.1,68.0,66.9,64.9,63.0,61.0,61.0,61.0,60.1
2017-05-12,60.1,59.0,59.0,60.1,60.1,60.1,60.1,60.1,61.0,64.9,69.1,72.0,73.0,71.1,71.1,69.1,69.1,66.9,66.0,64.0,62.1,61.0,61.0,60.1
2017-05-13,60.1,59.0,59.0,57.9,57.9,57.0,59.0,64.0,68.0,71.1,73.9,72.0,72.0,71.1,71.1,70.0,70.0,69.1,66.0,63.0,62.1,61.0,61.0,60.1
2017-05-14,60.1,60.1,60.1,60.1,59.0,59.0,59.0,61.0,63.0,64.9,66.9,71.1,71.1,70.0,71.1,70.0,68.0,68.0,64.9,63.0,62.1,61.0,61.0,59.0
2017-05-15,57.9,57.0,57.0,57.0,57.0,59.0,62.1,62.1,64.0,64.9,66.0,64.0,64.9,64.9,64.9,64.9,62.1,61.0,60.1,59.0,59.0,57.9,0,0
2017-05-16,57.9,57.0,55.9,55.9,55.9,55.9,57.9,60.1,62.1,66.0,64.0,66.0,66.9,66.9,66.9,66.0,66.0,66.0,63.0,62.1,61.0,60.1,60.1,59.0
2017-05-17,59.0,59.0,59.0,59.0,59.0,57.9,59.0,61.0,62.1,63.0,68.0,66.0,68.0,68.0,66.9,66.9,66.0,66.0,64.9,62.1,60.1,60.1,59.0,60.1
2017-05-18,60.1,59.0,57.9,57.9,57.9,59.0,61.0,66.0,69.1,73.9,73.0,72.0,71.1,72.0,72.0,71.1,69.1,68.0,64.9,64.0,63.0,63.0,0,0
2017-05-19,62.1,62.1,61.0,60.1,61.0,60.8,64.0,70.0,77.0,81.0,84.0,84.9,86.0,82.9,78.1,77.0,78.1,79.0,78.1,72.0,71.1,69.1,69.1,0
2017-05-20,69.1,66.9,66.9,64.9,63.0,63.0,66.9,73.0,80.1,84.0,90.0,93.0,93.0,87.1,87.1,84.9,84.0,86.0,84.0,79.0,75.0,73.0,71.1,0
2017-05-21,71.1,70.0,70.0,68.0,0.0,64.9,66.9,71.1,75.0,79.0,84.9,82.9,84.9,82.9,82.0,81.0,78.1,75.9,73.9,70.0,66.9,64.0,64.0,64.0
2017-05-22,63.0,62.1,62.1,61.0,61.0,60.1,61.0,62.1,63.0,69.1,75.0,80.1,79.0,78.1,75.9,75.0,73.9,70.0,69.1,64.9,62.1,62.1,61.0,61.0
2017-05-23,61.0,61.0,60.1,60.1,60.1,61.0,62.1,64.9,70.0,77.0,79.0,70.0,70.0,70.0,73.9,75.9,75.9,70.0,66.9,64.0,62.1,63.0,60.1,60.1
2017-05-24,59.0,59.0,59.0,59.0,59.0,60.1,61.0,62.1,62.1,64.0,69.1,72.0,73.9,75.0,75.0,70.0,68.0,68.0,64.0,62.1,61.0,61.0,60.1,61.0
2017-05-25,61.0,0.0,61.0,61.0,61.0,62.1,63.0,63.0,64.0,64.9,64.9,66.0,66.9,68.0,68.0,68.0,66.9,64.9,63.0,62.1,62.1,63.0,63.0,0
2017-05-26,62.1,62.1,62.1,63.0,62.1,63.0,63.0,64.0,64.9,69.1,68.0,69.1,69.1,69.1,70.0,69.1,68.0,66.9,64.9,64.0,63.0,63.0,62.1,0
2017-05-27,61.0,60.1,59.0,59.0,60.1,60.1,61.0,62.1,64.9,66.9,69.1,69.1,70.0,70.0,70.0,69.1,70.0,68.0,66.0,64.0,64.0,62.1,63.0,0
2017-05-28,62.1,62.1,61.0,60.1,60.1,59.0,61.0,64.0,66.9,70.0,73.9,77.0,75.0,73.9,73.0,71.1,72.0,70.0,68.0,64.9,64.0,64.9,62.1,62.1
2017-05-29,61.0,61.0,60.1,60.1,61.0,61.0,62.1,62.1,63.0,64.0,64.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-30,64.9,64.9,66.0,70.0,72.0,71.1,71.1,71.1,68.0,66.9,64.9,64.0,63.0,63.0,63.0,64.0,0,0,0,0,0,0,0,0
2017-05-31,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,64.9,66.0,66.0,66.9,69.1,66.9,66.9,64.9,64.0,64.0,66.0,64.0,64.0
2017-06-01,64.0,64.0,64.0,64.0,64.0,63.0,63.0,64.0,64.9,68.0,68.0,71.1,71.1,71.1,72.0,71.1,71.1,70.0,69.1,66.9,64.9,64.0,63.0,63.0
2017-06-02,62.1,62.1,63.0,62.1,63.0,62.1,62.1,64.0,64.9,70.0,73.9,75.9,75.0,73.9,73.9,73.9,73.0,71.1,68.0,64.9,64.0,64.0,64.0,64.0
2017-06-03,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.9,66.9,72.0,75.9,79.0,77.0,79.0,75.9,73.9,73.0,72.0,69.1,64.9,64.9,64.9,64.0,64.0
2017-06-04,64.0,64.0,64.9,64.9,64.9,64.9,64.9,66.0,66.9,69.1,73.0,73.9,75.0,73.0,73.9,73.9,72.0,71.1,68.0,64.0,64.0,64.0,63.0,64.0
2017-06-05,64.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,64.9,64.9,68.0,72.0,73.9,75.9,73.9,73.0,72.0,72.0,69.1,66.9,66.0,66.0,64.9,64.9
2017-06-06,66.0,64.9,64.0,64.0,64.0,64.9,64.9,64.9,66.0,66.0,66.9,66.9,69.1,71.1,73.0,71.1,69.1,68.0,66.9,66.0,66.0,66.0,64.9,64.9
2017-06-07,64.0,64.0,64.0,64.0,63.0,63.0,63.0,64.0,64.0,64.9,66.0,66.9,66.9,70.0,71.1,72.0,71.1,69.1,66.9,66.0,64.9,64.9,64.0,64.0
2017-06-08,63.0,62.1,62.1,62.1,62.1,62.1,63.0,63.0,64.0,64.9,64.9,66.0,66.9,66.0,68.0,69.1,69.1,70.0,66.9,64.9,64.0,63.0,62.1,61.0
2017-06-09,61.0,62.1,61.0,61.0,60.1,60.1,62.1,64.0,68.0,71.1,73.9,75.0,73.9,73.9,73.0,73.0,72.0,72.0,66.9,66.9,64.9,64.9,64.0,64.0
2017-06-10,64.0,64.0,64.0,64.0,64.0,63.0,63.0,64.9,64.9,66.9,66.9,71.1,73.0,70.0,71.1,71.1,69.1,70.0,69.1,66.9,66.0,66.0,64.9,64.9
2017-06-11,64.9,64.9,63.0,63.0,63.0,63.0,63.0,64.0,66.0,69.1,70.0,68.0,69.1,70.0,70.0,70.0,68.0,68.0,68.0,64.9,64.0,63.0,62.1,62.1
2017-06-12,61.0,61.0,60.1,60.1,60.1,60.1,62.1,64.9,66.0,70.0,72.0,70.0,71.1,72.0,72.0,72.0,72.0,71.1,68.0,66.9,66.0,66.0,64.9,64.0
2017-06-13,63.0,63.0,62.1,62.1,61.0,60.1,63.0,66.0,68.0,72.0,78.1,80.1,78.1,75.0,75.0,75.0,75.0,75.0,72.0,70.0,68.0,66.9,66.0,64.9
2017-06-14,64.9,63.0,63.0,63.0,62.1,62.1,64.9,69.1,72.0,78.1,81.0,82.9,82.0,81.0,79.0,81.0,79.0,78.1,73.9,71.1,69.1,68.0,66.9,66.0
2017-06-15,66.0,64.9,64.9,64.0,63.0,66.0,71.1,73.9,80.1,82.0,84.9,84.0,84.0,82.9,81.0,80.1,80.1,78.1,73.9,71.1,70.0,69.1,69.1,0
2017-06-16,68.0,68.0,66.9,66.9,66.0,64.0,66.0,71.1,75.0,79.0,84.9,87.1,84.9,84.0,84.0,82.0,82.0,80.1,77.0,73.0,69.1,68.0,0,0
2017-06-17,66.9,66.9,66.0,66.0,64.9,64.9,64.9,66.9,73.0,77.0,82.0,86.0,84.0,84.0,81.0,81.0,81.0,80.1,75.9,72.0,69.1,66.9,66.9,66.9
2017-06-18,66.0,66.0,66.0,64.9,64.0,62.1,63.0,64.9,72.0,77.0,82.0,82.9,82.0,82.0,79.0,80.1,78.1,77.0,73.9,73.0,71.1,68.0,68.0,68.0
2017-06-19,66.9,66.0,64.9,64.0,64.0,63.0,66.0,70.0,75.0,78.1,77.0,78.1,81.0,82.0,82.9,81.0,80.1,77.0,73.0,68.0,66.0,66.0,64.9,64.9
2017-06-20,64.0,64.0,64.0,64.0,63.0,63.0,63.0,66.0,72.0,75.9,82.0,82.9,81.0,82.0,80.1,79.0,79.0,78.1,75.9,72.0,68.0,68.0,66.9,66.0
2017-06-21,66.0,64.9,64.0,64.0,64.0,64.0,66.0,69.1,73.0,77.0,79.0,82.0,81.0,80.1,80.1,82.0,82.0,80.1,77.0,73.0,69.1,68.0,66.9,66.9
2017-06-22,66.0,66.0,64.9,66.0,66.0,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-23,77.0,75.0,73.9,72.0,73.0,73.0,73.9,71.1,68.0,66.9,64.9,64.9,64.9,64.9,0,0,0,0,0,0,0,0,0,0
2017-06-24,64.0,63.0,63.0,63.0,63.0,64.0,64.9,66.9,64.9,72.0,75.0,72.0,69.1,75.9,75.0,75.9,75.0,75.0,73.0,69.1,68.0,66.9,66.9,66.9
2017-06-25,66.0,64.9,64.9,64.9,64.9,64.0,66.9,71.1,75.0,81.0,84.9,82.9,84.9,86.0,81.0,79.0,77.0,78.1,75.9,73.0,72.0,72.0,71.1,70.0
2017-06-26,69.1,68.0,68.0,68.0,69.1,68.0,71.1,75.9,81.0,87.1,91.9,93.0,91.0,88.0,86.0,84.0,84.0,84.9,80.1,75.9,73.9,73.9,73.0,71.1
2017-06-27,70.0,70.0,68.0,66.9,66.9,66.9,72.0,78.1,81.0,82.9,86.0,86.0,87.1,82.9,82.0,82.0,81.0,81.0,78.1,72.0,66.0,0,0,0
2017-06-28,64.0,64.0,63.0,63.0,63.0,63.0,64.9,66.9,70.0,73.0,78.1,0.0,79.0,77.0,77.0,75.9,75.9,73.9,73.0,69.1,66.9,66.0,66.0,66.9
2017-06-29,66.0,66.0,66.0,66.0,64.9,64.9,64.9,66.0,66.9,71.1,73.0,75.9,75.9,75.9,75.9,75.0,75.0,73.0,71.1,68.0,66.9,64.9,64.9,64.9
2017-06-30,64.9,66.0,64.4,66.0,64.9,64.9,66.0,66.0,66.9,69.1,75.9,75.9,75.0,75.0,73.9,73.0,70.0,66.0,64.9,64.9,64.0,64.0,0,0
2017-07-01,63.0,63.0,63.0,64.0,64.9,64.9,66.0,68.0,69.1,70.0,72.0,73.0,73.9,75.0,73.9,72.0,72.0,70.0,68.0,66.9,68.0,66.9,66.0,0
2017-07-02,66.0,66.0,66.9,66.0,66.0,66.0,66.9,68.0,70.0,73.0,77.0,82.0,80.1,79.0,77.0,75.9,73.9,71.1,68.0,66.0,64.9,64.9,0,0
2017-07-03,64.0,64.0,63.0,64.0,64.0,64.0,64.0,64.9,68.0,72.0,75.0,80.1,82.0,82.9,80.1,80.1,81.0,80.1,77.0,72.0,69.1,68.0,66.9,66.0
2017-07-04,64.9,64.9,64.0,64.0,63.0,63.0,64.0,68.0,72.0,75.9,81.0,81.0,79.0,82.0,81.0,79.0,75.0,73.0,77.0,73.0,69.1,69.1,69.1,66.9
2017-07-05,64.9,64.9,64.9,64.9,64.9,64.9,66.0,69.1,73.0,77.0,82.0,84.9,82.9,80.1,81.0,81.0,80.1,79.0,78.1,73.9,72.0,70.0,69.1,68.0
2017-07-06,68.0,66.9,66.9,66.9,66.9,66.9,69.1,73.0,75.9,82.0,84.0,87.1,86.0,84.0,81.0,82.0,81.0,80.1,77.0,71.1,70.0,71.1,70.0,0
2017-07-07,69.1,69.1,69.1,68.0,69.1,68.0,70.0,73.9,79.0,84.0,88.0,93.0,93.0,90.0,89.1,89.1,88.0,90.0,84.9,82.0,79.0,78.1,75.9,75.9
2017-07-08,75.0,73.9,75.0,73.0,73.0,73.0,73.9,79.0,82.9,87.1,91.0,96.1,96.1,93.9,91.9,89.1,87.1,87.1,86.0,84.0,82.9,80.1,77.0,75.0
2017-07-09,73.9,73.9,73.9,73.0,72.0,73.0,73.0,75.9,82.0,84.9,90.0,91.9,93.9,93.9,91.9,90.0,88.0,82.9,81.0,81.0,80.1,79.0,77.0,75.9
2017-07-10,75.0,73.9,75.9,75.0,75.0,73.9,75.0,78.8,82.0,84.9,89.1,91.0,88.0,88.0,84.9,84.9,86.0,84.0,80.1,75.9,73.9,73.0,72.0,71.1
2017-07-11,71.1,70.0,70.0,70.0,70.0,70.0,73.9,77.0,80.1,84.0,84.0,84.9,84.9,82.9,82.0,80.1,79.0,77.0,73.0,70.0,70.0,70.0,69.1,0
2017-07-12,68.0,68.0,66.9,68.0,68.0,68.0,72.0,75.0,79.0,81.0,79.0,82.0,81.0,80.1,80.1,78.1,77.0,75.9,72.0,70.0,69.1,68.0,68.0,0
2017-07-13,66.9,66.9,66.0,66.0,66.0,68.0,71.1,73.9,79.0,81.0,82.0,81.0,80.1,79.0,78.1,77.0,77.0,75.0,71.1,68.0,68.0,66.9,66.9,0
2017-07-14,66.0,66.0,66.0,64.9,64.9,64.9,66.0,69.1,73.0,75.0,80.1,80.1,79.0,79.0,79.0,78.1,78.1,77.0,73.0,71.1,69.1,68.0,66.9,66.9
2017-07-15,66.9,66.9,66.9,66.0,66.0,66.9,75.0,80.1,84.9,88.0,82.9,82.0,82.0,81.0,80.1,80.1,79.0,78.1,75.0,73.0,73.0,0,0,0
2017-07-16,73.0,73.0,72.0,71.1,71.1,70.0,71.1,72.0,75.0,81.0,84.9,86.0,84.9,82.0,82.0,81.0,82.9,82.9,79.0,75.0,73.0,73.0,71.1,71.1
2017-07-17,71.1,70.0,70.0,70.0,69.1,69.1,70.0,73.0,75.9,79.0,82.0,84.9,82.9,82.0,81.0,81.0,80.1,80.1,77.0,73.9,72.0,71.1,71.1,70.0
2017-07-18,70.0,69.1,69.1,69.1,69.1,69.1,70.0,73.9,75.9,79.0,78.1,77.0,73.9,71.1,69.1,68.0,68.0,0,0,0,0,0,0,0
2017-07-19,66.9,66.9,66.9,66.9,66.9,66.9,69.1,73.0,77.0,84.0,84.9,82.0,81.0,81.0,81.0,79.0,78.1,75.9,73.0,71.1,70.0,0,0,0
2017-07-20,70.0,69.1,69.1,69.1,68.0,70.0,73.0,79.0,82.9,84.9,87.1,84.9,84.0,82.0,81.0,79.0,75.9,73.0,71.1,70.0,69.1,68.0,0,0
2017-07-21,68.0,66.9,66.9,66.9,66.9,68.0,69.1,72.0,75.9,78.1,81.0,84.0,82.0,80.1,80.1,80.1,79.0,79.0,77.0,73.9,71.1,70.0,69.1,69.1
2017-07-22,69.1,68.0,68.0,68.0,69.1,69.1,69.1,72.0,75.9,79.0,82.0,84.9,82.0,81.0,80.1,79.0,79.0,78.1,75.9,73.0,72.0,71.1,70.0,70.0
2017-07-23,69.1,69.1,69.1,68.0,68.0,68.0,73.0,77.0,79.0,84.0,82.0,82.9,82.0,80.1,79.0,79.0,75.9,73.0,71.1,70.0,70.0,70.0,0,0
2017-07-24,68.0,69.1,69.1,69.1,69.1,69.1,71.1,73.0,75.0,78.1,80.1,84.9,81.0,78.1,77.0,77.0,77.0,73.9,73.9,73.9,73.0,71.1,70.0,69.1
2017-07-25,69.1,69.1,69.1,70.0,70.0,70.0,70.0,71.1,73.0,75.0,77.0,80.1,82.0,81.0,78.1,79.0,78.1,75.9,73.9,72.0,70.0,70.0,70.0,70.0
2017-07-26,68.0,68.0,68.0,68.0,68.0,68.0,68.0,71.1,73.0,78.1,81.0,81.0,79.0,78.1,78.1,79.0,77.0,75.0,75.0,72.0,70.0,70.0,69.1,69.1
2017-07-27,69.1,68.0,68.0,68.0,66.9,68.0,72.0,75.0,78.1,81.0,82.0,82.0,82.0,82.0,79.0,78.1,78.1,75.0,72.0,70.0,70.0,69.1,69.1,0
2017-07-28,68.0,66.9,66.9,66.9,66.9,66.0,66.9,70.0,73.0,77.0,81.0,84.0,81.0,80.1,78.1,78.1,75.0,75.0,73.9,71.1,68.0,69.1,68.0,0
2017-07-29,69.1,68.0,69.1,68.0,66.9,68.0,72.0,75.0,80.1,84.0,84.0,82.0,82.0,81.0,79.0,75.9,75.0,72.0,71.1,72.0,72.0,71.1,0,0
2017-07-30,72.0,72.0,72.0,71.1,71.1,71.1,71.1,73.0,75.0,81.0,82.0,81.0,80.1,77.0,77.0,75.9,75.9,72.0,69.1,68.0,66.9,68.0,0,0
2017-07-31,66.9,66.0,66.0,66.0,66.0,66.9,68.0,68.0,70.0,73.9,75.0,75.9,75.9,73.0,71.1,69.1,69.1,69.1,70.0,0,0,0,0,0
2017-08-01,70.0,69.1,69.1,70.0,70.0,71.1,71.1,72.0,75.9,82.9,84.9,88.0,88.0,91.0,89.1,84.9,84.9,82.9,82.0,77.0,75.0,75.0,75.9,0
2017-08-02,77.0,75.9,77.0,75.9,75.9,75.0,73.9,75.0,78.1,84.9,89.1,87.1,89.1,91.0,91.0,88.0,84.9,82.9,82.0,81.0,79.0,78.1,77.0,75.9
2017-08-03,75.0,75.0,75.0,75.9,75.9,75.9,77.0,79.0,82.0,84.9,86.0,90.0,91.0,89.1,86.0,84.0,82.9,82.0,80.1,77.0,75.9,75.9,75.0,75.0
2017-08-04,73.9,73.0,73.0,73.0,73.0,73.0,73.9,77.0,80.1,82.0,84.0,84.9,84.9,82.9,84.0,82.0,80.1,79.0,77.0,73.9,72.0,72.0,72.0,72.0
2017-08-05,71.1,71.1,70.0,70.0,70.0,71.1,71.1,72.0,73.0,78.1,81.0,84.0,82.0,81.0,81.0,80.1,79.0,77.0,73.9,72.0,71.1,71.1,70.0,0
2017-08-06,70.0,70.0,70.0,70.0,70.0,71.1,71.1,72.0,75.9,79.0,81.0,82.9,82.0,82.0,80.1,79.0,78.1,75.0,72.0,71.1,70.0,70.0,70.0,0
2017-08-07,69.1,68.0,66.9,66.9,68.0,68.0,68.0,71.1,73.9,78.1,81.0,82.0,82.0,80.1,80.1,79.0,78.1,77.0,75.0,72.0,71.1,70.0,70.0,71.1
2017-08-08,70.0,69.1,69.1,68.0,68.0,68.0,68.0,73.0,75.9,79.0,84.0,84.0,82.9,81.0,81.0,80.1,78.1,73.9,72.0,70.0,70.0,69.1,0,0
2017-08-09,68.0,68.0,66.9,68.0,68.0,66.9,66.9,71.1,75.0,78.1,80.1,82.0,82.0,81.0,80.1,80.1,79.0,79.0,73.0,71.1,70.0,70.0,69.1,0
