,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2016-11-09,66.9,64.9,66.0,69.1,66.0,69.1,69.1,72.0,79.0,84.9,89.1,93.0,91.9,91.0,90.0,84.9,80.1,77.0,77.0,75.0,78.1,78.1,72.0,0
2016-11-10,69.1,66.9,69.1,64.9,66.9,64.9,68.0,73.0,78.1,84.9,87.1,89.1,90.0,89.1,87.1,84.9,81.0,77.0,75.0,71.1,71.1,68.0,73.0,66.9
2016-11-11,64.9,64.0,66.0,64.0,64.0,63.0,66.0,69.1,75.9,81.0,86.0,86.0,84.9,84.9,82.0,79.0,73.9,72.0,70.0,68.0,69.1,69.1,66.9,0
2016-11-12,64.9,63.0,62.1,64.0,64.9,63.0,68.0,69.1,72.0,75.9,78.1,81.0,81.0,81.0,80.1,73.9,71.1,70.0,68.0,68.0,66.0,66.0,64.0,0
2016-11-13,63.0,64.9,62.1,64.0,60.1,62.1,62.1,68.0,73.9,80.1,84.0,86.0,87.1,87.1,84.9,81.0,77.0,73.9,71.1,69.1,66.9,66.0,66.0,64.9
2016-11-14,64.9,64.9,64.9,64.9,64.0,63.0,63.0,69.1,75.0,80.1,84.0,88.0,84.9,84.0,81.0,78.1,75.0,70.0,66.9,66.0,64.9,64.0,63.0,62.1
2016-11-15,61.0,59.0,59.0,55.9,0.0,66.0,73.0,73.9,77.0,75.0,71.1,71.1,69.1,66.9,64.9,63.0,62.1,62.1,61.0,59.0,0,0,0,0
2016-11-16,60.1,59.0,55.9,55.9,55.0,55.9,60.1,62.1,62.1,64.9,66.9,69.1,69.1,68.0,66.0,63.0,63.0,61.0,61.0,59.0,57.9,57.0,0,0
2016-11-17,60.1,57.9,55.9,54.0,52.0,52.0,53.1,64.0,66.9,69.1,68.0,69.1,71.1,70.0,66.9,64.9,63.0,61.0,62.1,63.0,60.1,57.0,0,0
2016-11-18,57.0,57.0,55.9,55.9,55.9,55.9,59.0,60.1,64.0,69.1,73.0,75.9,77.0,77.0,77.0,71.1,66.9,64.0,61.0,60.1,59.0,57.0,55.0,0
2016-11-19,54.0,53.1,51.1,51.1,52.0,52.0,48.9,54.0,61.0,66.0,66.9,72.0,72.0,69.1,66.9,66.0,64.9,63.0,61.0,59.0,57.9,57.0,57.9,57.0
2016-11-20,57.0,55.9,55.9,55.0,55.0,55.9,55.9,57.0,60.1,62.1,62.1,64.0,62.1,60.1,59.0,57.9,57.9,57.0,57.0,57.0,57.0,57.0,57.0,57.0
2016-11-21,57.0,57.0,57.0,57.0,55.9,55.9,55.9,57.9,60.1,63.0,64.9,66.0,66.0,66.0,66.0,64.9,63.0,62.1,60.1,62.1,59.0,59.0,57.0,57.0
2016-11-22,57.0,55.0,54.0,54.0,54.0,53.1,53.1,55.9,60.1,64.0,66.0,66.9,68.0,69.1,66.9,64.9,62.1,61.0,60.1,57.9,57.0,55.9,55.9,55.0
2016-11-23,54.0,53.1,54.0,52.0,51.1,51.1,50.0,54.0,57.9,63.0,66.0,70.0,69.1,68.0,70.0,70.0,66.0,63.0,63.0,62.1,60.1,57.9,57.0,0
2016-11-24,55.9,55.0,53.1,54.0,55.0,54.0,54.0,57.9,63.0,69.1,73.9,75.0,75.9,78.1,77.0,75.0,70.0,66.0,64.9,63.0,62.1,60.1,60.1,59.0
2016-11-25,57.9,57.9,55.9,54.0,53.1,53.1,55.9,62.1,69.1,72.0,73.9,73.9,75.0,73.0,69.1,64.9,62.1,57.9,57.9,55.9,54.0,53.1,52.0,0
2016-11-26,50.0,51.1,50.0,46.9,46.9,45.0,45.0,48.0,54.0,60.1,62.1,62.1,63.0,54.0,53.1,55.0,55.0,52.0,52.0,51.1,51.1,52.0,52.0,53.1
2016-11-27,53.1,52.0,52.0,51.1,51.1,51.1,52.0,52.0,55.0,57.0,57.9,61.0,63.0,63.0,63.0,62.1,61.0,60.1,57.9,57.9,55.9,55.0,53.1,51.1
2016-11-28,51.1,50.0,48.9,48.9,48.9,48.0,51.1,55.0,59.0,61.0,62.1,63.0,62.1,57.0,55.0,55.9,55.0,54.0,54.0,0,0,0,0,0
2016-11-29,52.0,50.0,50.0,48.9,48.0,48.0,48.9,51.1,55.9,60.1,63.0,64.9,66.0,69.1,68.0,64.9,61.0,59.0,55.9,55.0,57.0,55.0,52.0,53.1
2016-11-30,51.1,52.0,50.0,48.9,48.0,46.0,46.0,51.1,55.9,63.0,64.9,66.9,66.9,66.9,66.0,64.0,60.1,57.9,55.9,54.0,53.1,52.0,52.0,51.1
2016-12-01,52.0,53.1,51.1,51.1,53.1,52.0,52.0,53.1,55.9,59.0,62.1,63.0,64.0,64.9,64.9,63.0,59.0,57.9,57.0,55.9,55.0,54.0,52.0,0
2016-12-02,50.0,50.0,51.1,55.0,55.0,55.9,55.0,57.0,60.1,62.1,64.0,64.0,64.0,63.0,62.1,61.0,61.0,57.9,53.1,54.0,51.1,48.9,48.9,0
2016-12-03,50.0,48.0,46.0,45.0,44.1,43.0,44.1,45.0,52.0,60.1,63.0,66.0,66.9,66.9,66.9,64.9,61.0,57.0,55.9,54.0,53.1,52.0,51.1,48.9
2016-12-04,48.9,48.0,46.9,46.0,45.0,45.0,44.1,48.0,62.1,64.9,68.0,71.1,70.0,69.1,66.9,63.0,61.0,60.1,57.9,55.9,54.0,53.1,52.0,0
2016-12-05,51.1,52.0,48.9,48.0,48.0,46.9,46.9,51.1,55.9,59.0,61.0,62.1,64.9,64.9,63.0,60.1,57.9,57.0,55.9,55.0,57.0,57.0,57.0,0
2016-12-06,57.0,57.9,57.0,55.9,55.0,55.0,55.9,59.0,61.0,62.1,61.0,63.0,63.0,63.0,61.0,59.0,57.9,57.0,55.9,55.0,54.0,53.1,52.0,0
2016-12-07,52.0,51.1,51.1,52.0,52.0,51.1,51.1,54.0,57.0,57.9,59.0,59.0,62.1,64.0,62.1,61.0,59.0,57.0,57.0,55.9,55.0,53.1,53.1,52.0
2016-12-08,52.0,51.1,50.0,48.9,50.0,53.1,53.1,55.0,57.0,61.0,63.0,64.9,64.0,64.9,64.9,63.0,60.1,57.9,57.0,57.0,57.0,55.9,55.0,54.0
2016-12-09,53.1,52.0,52.0,51.1,51.1,52.0,51.1,55.9,57.9,59.0,63.0,63.0,64.9,63.0,64.0,61.0,60.1,59.0,59.0,57.0,57.0,57.9,57.9,0
2016-12-10,57.0,57.0,0.0,55.9,55.0,54.0,54.0,54.0,54.0,57.0,60.1,63.0,64.0,64.9,64.9,63.0,61.0,60.1,60.1,59.0,59.0,60.1,60.1,60.1
2016-12-11,60.1,60.1,60.1,60.1,60.1,60.1,59.0,59.0,61.0,64.0,64.0,64.9,64.0,64.0,64.9,62.1,61.0,60.1,60.1,60.1,60.1,60.1,59.0,0
2016-12-12,57.9,57.9,57.0,57.9,57.9,57.9,59.0,60.1,62.1,64.9,64.0,64.0,0.0,64.0,62.1,60.1,60.1,59.0,57.9,57.0,57.0,57.0,55.9,0
2016-12-13,55.9,55.9,57.0,57.0,57.9,57.9,59.0,59.0,60.1,61.0,61.0,64.0,64.0,66.0,64.0,61.0,60.1,59.0,57.9,57.0,57.0,55.0,55.9,54.0
2016-12-14,54.0,53.1,53.1,52.0,52.0,52.0,51.1,53.1,57.0,62.1,66.0,68.0,70.0,69.1,69.1,66.0,63.0,60.1,57.9,57.0,57.0,55.9,55.0,55.0
2016-12-15,55.0,55.0,54.0,55.0,0.0,54.0,57.0,59.0,61.0,63.0,64.0,64.9,64.0,62.1,62.1,60.1,60.1,55.0,55.0,54.0,54.0,54.0,0,0
2016-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9,59.0,61.0,60.1,60.1,61.0,61.0,57.9,57.9,57.0,55.9,55.0,54.0,53.1,53.1,0
2016-12-17,51.1,51.1,51.1,50.0,48.9,48.9,48.0,48.9,53.1,54.0,57.0,59.0,60.1,60.1,60.1,61.0,57.0,53.1,51.1,51.1,50.0,48.0,48.0,46.9
2016-12-18,46.9,46.0,45.0,45.0,44.1,43.0,43.0,46.0,50.0,55.0,60.1,63.0,64.9,66.0,64.9,64.9,61.0,55.9,54.0,51.1,50.0,48.0,48.0,46.9
2016-12-19,45.0,43.0,42.1,42.1,41.0,42.1,42.1,44.1,53.1,60.1,64.0,66.9,69.1,70.0,70.0,71.1,64.0,61.0,57.9,55.9,55.9,54.0,54.0,52.0
2016-12-20,53.1,51.1,50.0,53.1,51.1,51.1,50.0,53.1,57.9,64.9,71.1,73.9,77.0,77.0,78.1,75.9,73.0,70.0,69.1,68.0,66.9,66.0,66.0,63.0
2016-12-21,63.0,59.0,57.9,61.0,61.0,60.1,61.0,62.1,64.9,66.9,68.0,69.1,64.9,60.1,61.0,62.1,62.1,62.1,61.0,61.0,57.9,57.0,55.9,54.0
2016-12-22,55.0,57.0,55.9,54.0,54.0,54.0,55.0,55.9,55.9,57.0,57.9,60.1,64.0,66.0,66.0,64.9,63.0,61.0,60.1,57.9,57.0,59.0,57.9,55.9
2016-12-23,57.0,57.9,59.0,59.0,59.0,57.9,57.9,59.0,60.1,61.0,63.0,63.0,62.1,61.0,61.0,60.1,59.0,57.9,55.0,52.0,52.0,52.0,0,0
2016-12-24,53.1,54.0,53.1,52.0,52.0,50.0,50.0,51.1,52.0,55.9,57.0,59.0,57.9,57.0,57.0,55.0,53.1,52.0,51.1,50.0,48.9,48.9,48.0,0
2016-12-25,48.0,46.0,44.1,48.0,46.0,44.1,45.0,48.0,50.0,53.1,55.0,55.9,57.0,57.9,55.9,53.1,51.1,48.9,50.0,51.1,48.0,48.9,48.9,0
2016-12-26,48.9,48.9,48.9,46.9,48.0,46.0,50.0,48.0,52.0,53.1,57.0,60.1,62.1,63.0,64.0,61.0,57.0,53.1,52.0,52.0,52.0,51.1,50.0,0
2016-12-27,50.0,50.0,48.9,46.9,48.0,48.9,52.0,55.0,61.0,64.9,71.1,71.1,71.1,70.0,66.9,63.0,61.0,60.1,57.9,57.9,57.0,57.0,0,0
2016-12-28,55.9,55.0,54.0,53.1,53.1,54.0,53.1,54.0,60.1,66.9,71.1,75.0,78.1,79.0,79.0,79.0,70.0,66.0,62.1,64.0,63.0,62.1,61.0,0
2016-12-29,60.1,59.0,57.9,57.9,57.9,55.0,57.9,57.9,63.0,70.0,75.0,78.1,80.1,81.0,81.0,77.0,71.1,69.1,66.9,64.0,63.0,66.0,64.0,64.0
2016-12-30,62.1,60.1,60.1,59.0,59.0,57.0,57.0,57.0,59.0,64.9,64.9,62.1,62.1,61.0,59.0,57.9,57.9,57.9,59.0,59.0,57.0,0,0,0
2016-12-31,57.0,57.0,55.9,55.9,55.9,57.0,57.0,57.0,57.0,57.9,59.0,59.0,57.9,55.0,54.0,55.0,53.1,52.0,51.1,50.0,50.0,48.9,46.9,46.9
2017-01-01,46.0,46.9,46.0,44.1,45.0,44.1,45.0,45.0,48.0,53.1,55.0,57.9,59.0,59.0,60.1,59.0,57.0,55.0,54.0,52.0,53.1,54.0,54.0,53.1
2017-01-02,54.0,53.1,53.1,53.1,53.1,52.0,52.0,53.1,54.0,55.0,55.0,55.9,57.0,57.9,57.9,57.0,55.9,55.9,54.0,53.1,54.0,52.0,51.1,51.1
2017-01-03,50.0,50.0,48.9,48.9,48.0,48.9,48.9,51.1,53.1,55.9,57.0,59.0,60.1,60.1,60.1,59.0,59.0,57.0,55.9,53.1,52.0,52.0,53.1,51.1
2017-01-04,50.0,50.0,48.9,46.9,46.9,48.0,48.9,51.1,54.0,57.0,59.0,61.0,62.1,63.0,62.1,61.0,59.0,57.9,55.9,57.0,57.9,57.0,55.9,55.9
2017-01-05,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,57.0,57.0,59.0,60.1,61.0,64.0,64.0,63.0,61.0,60.1,59.0,59.0,59.0,57.0,55.9,54.0
2017-01-06,54.0,54.0,55.0,54.0,52.0,51.1,51.1,53.1,60.1,62.1,64.9,64.9,64.9,64.9,62.1,59.0,57.0,55.9,55.0,55.0,55.0,54.0,0,0
2017-01-07,55.0,55.0,55.9,55.0,53.1,52.0,52.0,54.0,55.9,59.0,61.0,63.0,64.9,68.0,69.1,69.1,66.9,64.0,62.1,62.1,61.0,62.1,61.0,60.1
2017-01-08,59.0,57.0,55.0,55.0,54.0,54.0,53.1,55.0,68.0,72.0,75.9,78.1,77.0,75.9,73.0,68.0,66.0,64.0,64.0,63.0,62.1,61.0,0,0
2017-01-09,61.0,62.1,57.9,55.9,55.9,55.9,55.9,55.9,55.9,57.9,59.0,61.0,63.0,63.0,63.0,63.0,61.0,60.1,59.0,57.9,57.0,57.0,55.0,0
2017-01-10,54.0,53.1,52.0,51.1,51.1,51.1,53.1,54.0,54.0,55.9,55.9,57.9,59.0,60.1,60.1,60.1,59.0,59.0,59.0,57.9,57.9,57.9,0,0
2017-01-11,59.0,57.9,59.0,57.9,57.9,57.9,59.0,62.1,63.0,64.9,66.0,64.9,64.0,63.0,60.1,59.0,57.9,57.9,57.0,57.0,57.9,55.9,0,0
2017-01-12,57.0,55.9,55.0,55.0,54.0,54.0,54.0,54.0,54.0,57.0,57.9,55.0,55.9,57.0,55.9,55.9,55.9,55.0,55.0,55.0,54.0,53.1,53.1,0
2017-01-13,53.1,51.1,51.1,50.0,50.0,50.0,50.0,57.0,57.9,60.1,61.0,61.0,60.1,61.0,59.0,57.0,55.9,55.0,54.0,53.1,54.0,52.0,0,0
2017-01-14,51.1,50.0,48.9,48.9,48.0,46.9,54.0,60.1,64.9,68.0,71.1,71.1,71.1,70.0,64.9,62.1,59.0,61.0,59.0,57.0,55.9,0,0,0
2017-01-15,54.0,53.1,55.0,55.9,55.9,57.0,60.1,62.1,62.1,63.0,64.0,64.9,63.0,61.0,60.1,59.0,57.9,59.0,59.0,57.9,57.9,0,0,0
2017-01-16,55.9,57.0,55.0,53.1,52.0,55.0,55.0,55.0,57.0,60.1,62.1,64.0,64.9,64.9,63.0,62.1,60.1,57.9,55.9,55.9,55.9,54.0,53.1,52.0
2017-01-17,52.0,51.1,48.9,48.0,48.9,46.9,48.0,48.9,55.0,60.1,64.0,66.9,68.0,68.0,66.0,63.0,61.0,59.0,57.0,55.9,54.0,53.1,53.1,0
2017-01-18,51.1,52.0,52.0,48.9,48.9,48.0,46.9,50.0,54.0,57.0,57.9,59.0,61.0,60.1,59.0,57.9,57.9,57.9,57.0,55.0,55.0,55.0,55.0,0
2017-01-19,55.0,54.0,53.1,53.1,52.0,52.0,52.0,53.1,55.0,60.1,61.0,64.0,63.0,62.1,61.0,59.0,57.9,57.9,57.9,55.9,55.9,55.0,54.0,0
2017-01-20,54.0,54.0,53.1,53.1,52.0,52.0,52.0,52.0,53.1,54.0,54.0,52.0,55.0,57.9,59.0,57.0,55.9,54.0,54.0,55.0,54.0,53.1,53.1,53.1
2017-01-21,52.0,50.0,48.0,48.0,46.9,46.9,46.0,48.9,54.0,57.9,60.1,62.1,62.1,61.0,61.0,61.0,57.0,57.0,57.0,55.9,55.9,55.9,55.9,55.9
2017-01-22,55.0,55.0,54.0,53.1,54.0,52.0,52.0,52.0,52.0,53.1,51.1,51.1,51.1,52.0,52.0,52.0,53.1,54.0,55.0,55.0,55.9,55.0,54.0,0
2017-01-23,55.0,53.1,0.0,52.0,52.0,52.0,52.0,51.1,55.9,55.0,53.1,52.0,55.9,55.9,55.0,53.1,51.1,50.0,48.0,46.9,46.0,45.0,0,0
2017-01-24,45.0,44.1,43.0,42.1,41.0,42.1,42.1,44.1,48.0,52.0,55.0,55.9,57.9,57.0,57.9,55.9,54.0,54.0,53.1,52.0,50.0,48.9,48.9,48.0
2017-01-25,44.1,44.1,44.1,43.0,42.1,45.0,48.9,54.0,57.0,57.9,60.1,59.0,60.1,55.9,53.1,52.0,50.0,48.9,48.9,48.0,0,0,0,0
2017-01-26,46.9,46.9,45.0,45.0,44.1,44.1,44.1,46.0,51.1,55.9,60.1,61.0,62.1,64.0,57.9,55.9,55.9,51.1,50.0,48.9,0,0,0,0
2017-01-27,48.0,46.0,45.0,46.9,45.0,45.0,45.0,53.1,57.9,62.1,63.0,63.0,63.0,62.1,60.1,57.9,55.9,54.0,52.0,53.1,48.9,0.0,0,0
2017-01-28,46.9,46.9,44.1,43.0,42.1,42.1,42.1,44.1,54.0,68.0,72.0,73.9,72.0,73.0,68.0,63.0,59.0,57.9,55.0,54.0,53.1,52.0,0,0
2017-01-29,51.1,50.0,52.0,48.9,48.0,48.9,48.9,52.0,60.1,68.0,73.0,75.9,78.1,79.0,78.1,75.9,73.9,68.0,63.0,61.0,60.1,59.0,57.0,55.0
2017-01-30,54.0,57.0,55.0,55.9,57.0,53.1,55.0,57.0,64.9,72.0,75.0,78.1,80.1,79.0,78.1,75.0,73.9,70.0,66.0,64.0,61.0,60.1,59.0,59.0
2017-01-31,60.1,57.9,57.0,54.0,52.0,51.1,51.1,54.0,60.1,66.9,71.1,73.0,75.0,75.0,75.9,72.0,66.9,64.0,61.0,59.0,57.0,55.9,55.0,54.0
2017-02-01,53.1,52.0,51.1,50.0,50.0,48.9,48.9,51.1,52.0,59.0,64.0,68.0,70.0,71.1,68.0,64.0,62.1,59.0,57.0,55.9,55.0,55.9,55.9,55.0
2017-02-02,55.0,54.0,54.0,54.0,53.1,53.1,53.1,55.0,57.0,60.1,64.9,66.9,68.0,66.9,66.0,64.0,63.0,61.0,60.1,59.0,59.0,59.0,59.0,59.0
2017-02-03,59.0,59.0,0.0,59.0,59.0,57.9,57.0,55.0,55.9,55.0,55.9,57.0,57.9,60.1,61.0,60.1,61.0,61.0,61.0,61.0,60.1,60.1,59.0,59.0
2017-02-04,57.9,57.0,57.9,57.0,57.0,57.0,55.9,55.9,57.0,59.0,64.9,64.0,64.9,63.0,63.0,60.1,57.9,57.9,57.9,57.9,57.0,57.0,55.9,0
2017-02-05,55.9,55.9,57.0,57.0,55.9,55.9,55.9,55.9,55.9,57.0,57.0,59.0,59.0,61.0,60.8,59.0,60.1,59.0,57.9,57.0,57.0,57.0,57.0,57.0
2017-02-06,57.0,55.9,55.9,55.0,54.0,54.0,54.0,54.0,55.0,55.0,57.0,57.9,57.0,57.9,60.1,60.1,60.1,60.1,61.0,61.0,60.1,61.0,61.0,61.0
2017-02-07,60.1,60.1,59.0,59.0,59.0,57.9,59.0,59.0,61.0,61.0,61.0,61.0,63.0,64.9,64.0,64.0,63.0,63.0,61.0,61.0,61.0,61.0,61.0,61.0
2017-02-08,61.0,61.0,61.0,60.1,61.0,61.0,61.0,62.1,63.0,64.0,66.9,68.0,71.1,70.0,71.1,69.1,66.0,64.0,61.0,60.1,59.0,59.0,59.0,59.0
2017-02-09,59.0,59.0,59.0,59.0,57.9,57.9,57.9,61.0,61.0,66.0,71.1,73.9,70.0,73.0,71.1,68.0,64.9,62.1,60.1,60.1,60.1,60.1,59.0,60.1
2017-02-10,59.0,59.0,59.0,59.0,59.0,60.1,60.1,61.0,62.1,62.1,63.0,63.0,64.9,64.0,62.1,61.0,60.1,61.0,61.0,61.0,61.0,61.0,60.1,0
2017-02-11,60.1,60.1,59.0,59.0,59.0,59.0,57.9,59.0,60.1,63.0,64.0,62.1,62.1,63.0,63.0,63.0,60.1,57.9,57.0,57.0,55.9,55.9,55.9,55.9
2017-02-12,55.0,54.0,53.1,52.0,51.1,51.1,50.0,54.0,57.9,64.0,66.9,68.0,70.0,72.0,73.9,73.9,72.0,69.1,66.0,63.0,62.1,60.1,59.0,57.9
2017-02-13,55.9,55.9,54.0,53.1,55.0,53.1,54.0,61.0,66.9,72.0,75.9,73.4,73.0,73.9,71.1,66.0,64.0,62.1,61.0,62.1,61.0,60.1,0,0
2017-02-14,59.0,57.9,57.9,57.2,57.9,55.9,57.0,57.9,61.0,63.0,66.0,71.1,71.1,72.0,68.0,66.9,64.0,62.1,60.1,59.0,57.9,57.0,57.0,57.0
2017-02-15,57.0,55.9,55.0,54.0,53.1,54.0,57.9,64.0,64.9,66.0,73.9,79.0,79.0,77.0,73.9,64.0,62.1,63.0,61.0,61.0,59.0,57.9,57.0,0
2017-02-16,55.9,55.0,54.0,53.1,52.0,51.1,52.0,52.0,55.0,66.9,64.9,68.0,66.9,62.1,61.0,60.1,60.1,60.1,60.1,60.1,61.0,0,0,0
2017-02-17,60.1,60.1,59.0,59.0,59.0,59.0,57.9,59.0,59.0,60.1,57.9,57.9,59.0,57.9,57.9,57.9,57.0,54.0,54.0,54.0,54.0,54.0,54.0,53.1
2017-02-18,53.1,53.1,53.1,54.0,54.0,54.0,53.1,54.0,55.9,57.0,57.9,57.0,59.0,61.0,61.0,59.0,59.0,59.0,57.9,55.9,55.9,55.0,54.0,54.0
2017-02-19,55.0,54.0,54.0,54.0,55.0,55.0,55.0,55.9,55.0,55.9,57.9,60.1,60.1,62.1,62.1,61.0,61.0,59.0,57.9,57.0,57.9,57.0,55.9,55.0
2017-02-20,55.0,55.0,54.0,55.0,55.0,54.0,54.0,54.0,55.0,55.9,57.9,60.1,61.0,63.0,64.0,63.0,59.0,60.1,60.1,60.1,61.0,60.1,60.1,0
2017-02-21,60.1,60.1,60.1,59.0,59.0,59.0,60.1,61.0,61.0,62.1,64.0,66.0,66.9,66.9,66.9,66.0,64.0,64.0,64.0,62.1,61.0,60.1,57.9,57.9
2017-02-22,57.0,57.0,55.0,53.1,52.0,52.0,51.1,54.0,59.0,62.1,64.0,64.0,64.9,64.0,64.0,64.0,64.0,61.0,60.1,60.1,57.0,57.0,55.9,55.0
2017-02-23,55.0,55.0,53.1,52.0,51.1,50.0,50.0,52.0,55.0,57.0,59.0,61.0,60.1,61.0,60.1,59.0,57.9,57.0,55.9,54.0,54.0,52.0,52.0,51.1
2017-02-24,50.0,48.9,46.9,46.0,45.0,44.1,45.0,48.9,54.0,55.9,60.1,62.1,63.0,62.1,62.1,60.1,57.9,55.9,55.0,54.0,53.1,52.0,50.0,50.0
2017-02-25,50.0,48.0,46.9,45.0,44.1,44.1,44.1,48.9,55.0,59.0,62.1,64.0,64.0,61.0,59.0,57.9,57.9,57.0,57.0,55.0,54.0,54.0,53.1,52.0
2017-02-26,52.0,52.0,52.0,51.1,50.0,50.0,50.0,51.1,53.1,55.0,54.0,57.9,57.9,55.9,55.9,55.9,55.9,55.9,55.0,55.0,54.0,53.1,53.1,53.1
2017-02-27,53.1,53.1,53.1,53.1,53.1,53.1,54.0,54.0,55.0,55.9,57.9,59.0,60.1,60.1,60.1,59.0,57.9,57.0,57.0,55.0,55.0,54.0,55.0,54.0
2017-02-28,53.1,53.1,50.0,48.0,48.9,50.0,50.0,54.0,55.9,60.1,63.0,64.0,64.9,63.0,63.0,63.0,60.1,59.0,57.0,55.9,55.0,54.0,53.1,52.0
2017-03-01,53.1,50.0,48.9,48.9,48.0,48.9,48.0,54.0,60.1,66.0,69.1,73.0,73.0,73.9,73.9,73.9,70.0,68.0,64.9,62.1,61.0,59.0,57.0,57.0
2017-03-02,55.0,52.0,51.1,52.0,48.9,48.9,50.0,57.9,64.9,69.1,75.9,78.1,78.1,79.0,79.0,75.0,75.9,72.0,68.0,66.9,64.0,63.0,63.0,62.1
2017-03-03,62.1,59.0,57.0,55.9,57.9,57.0,55.9,62.1,69.1,75.0,78.1,81.0,80.1,81.0,80.1,79.0,73.0,70.0,66.9,64.0,62.1,62.1,60.1,59.0
2017-03-04,55.9,55.9,57.9,55.0,55.0,54.0,54.0,57.9,62.1,64.9,70.0,70.0,71.1,71.1,68.0,64.9,64.0,63.0,61.0,60.1,59.0,59.0,59.0,57.9
2017-03-05,57.9,57.9,57.0,57.0,57.0,57.0,57.0,57.9,60.1,60.1,63.0,61.0,55.9,59.0,62.1,60.1,57.9,55.9,55.0,54.0,53.1,52.0,51.1,48.9
2017-03-06,48.0,48.0,48.9,46.9,48.9,50.0,52.0,57.0,61.0,61.0,63.0,64.9,63.0,63.0,63.0,63.0,60.1,59.0,57.9,57.0,55.9,55.9,54.0,0
2017-03-07,53.1,51.1,51.1,50.0,50.0,50.0,51.1,55.9,62.1,66.9,70.0,73.0,73.9,75.9,75.9,72.0,69.1,66.0,63.0,62.1,59.0,57.9,57.0,0
2017-03-08,57.0,55.9,55.0,55.9,57.0,55.0,59.0,64.0,71.1,75.9,80.1,84.0,84.9,81.0,80.1,79.0,78.1,73.9,68.0,64.9,64.0,63.0,62.1,63.0
2017-03-09,61.0,60.1,59.0,57.9,57.0,60.1,64.0,73.0,78.1,82.9,86.0,84.9,82.9,82.9,80.1,77.0,73.9,70.0,69.1,66.9,64.9,64.0,61.0,0
2017-03-10,60.1,60.1,60.1,57.9,57.0,57.0,59.0,62.1,70.0,75.9,79.0,79.0,80.1,80.1,75.9,75.9,73.0,71.1,69.1,66.9,66.0,64.0,63.0,61.0
2017-03-11,60.1,60.1,57.9,57.0,57.0,55.9,55.9,63.0,68.0,73.0,79.0,82.0,79.0,77.0,75.0,75.9,72.0,66.9,64.0,62.1,62.1,63.0,61.0,61.0
2017-03-12,60.1,57.9,57.0,54.0,54.0,55.0,55.0,55.0,61.0,66.9,75.0,79.0,82.9,79.0,79.0,73.0,72.0,64.9,59.0,57.9,59.0,61.0,61.0,57.9
2017-03-13,57.9,57.0,57.0,57.0,57.0,57.0,55.9,55.9,57.0,63.0,70.0,78.1,84.0,84.9,78.1,77.0,77.0,75.9,70.0,62.1,61.0,60.1,59.0,57.9
2017-03-14,57.0,55.9,53.1,53.1,53.1,53.1,53.1,55.9,62.1,73.0,81.0,84.0,82.9,80.1,81.0,77.0,73.0,68.0,66.0,64.0,63.0,61.0,61.0,0
2017-03-15,62.1,61.0,61.0,59.0,57.9,57.9,62.1,71.1,75.0,81.0,84.0,75.9,73.9,73.0,78.1,72.0,68.0,64.9,64.0,63.0,63.0,62.1,0,0
2017-03-16,60.1,60.1,59.0,59.0,61.0,57.9,59.0,61.0,64.0,66.9,70.0,75.0,78.1,73.9,72.0,72.0,73.0,73.0,68.0,64.9,63.0,62.1,62.1,61.0
2017-03-17,59.0,57.0,55.9,55.9,55.9,54.0,54.0,55.0,60.1,66.9,70.0,75.0,78.1,75.9,75.0,73.9,73.9,71.1,62.1,59.0,57.9,57.9,57.0,57.9
2017-03-18,59.0,57.9,57.9,57.9,57.9,59.0,59.0,59.0,61.0,64.0,69.1,73.0,73.9,72.0,69.1,72.0,73.0,69.1,66.9,64.9,62.1,60.1,59.0,57.9
2017-03-19,57.0,59.0,57.9,59.0,57.9,57.0,57.0,57.9,63.0,66.9,68.0,71.1,75.9,71.1,71.1,69.1,66.9,64.0,61.0,60.1,59.0,59.0,59.0,59.0
2017-03-20,60.1,60.1,59.0,60.1,60.1,60.1,60.1,60.1,60.1,62.1,64.0,69.1,69.1,70.0,69.1,68.0,66.0,64.9,62.1,61.0,61.0,61.0,60.1,59.0
2017-03-21,61.0,57.9,57.9,57.9,59.0,60.1,60.1,59.0,61.0,61.0,63.0,64.9,66.0,66.0,64.9,62.1,61.0,61.0,60.1,59.0,59.0,59.0,60.1,59.0
2017-03-22,59.0,59.0,59.0,60.1,60.1,60.1,59.0,60.1,62.1,63.0,66.0,68.0,66.0,64.9,66.0,66.0,64.0,64.0,61.0,60.1,59.0,59.0,57.9,55.9
2017-03-23,55.0,54.0,55.0,55.0,55.9,57.0,57.9,60.1,64.0,66.0,69.1,66.9,66.9,66.9,66.0,66.0,66.0,62.1,60.1,59.0,57.9,57.9,57.0,0
2017-03-24,55.9,57.0,55.9,55.9,54.0,54.0,55.0,57.0,59.0,62.1,66.0,68.0,71.1,69.1,68.0,66.0,66.0,63.0,61.0,60.1,60.1,59.0,59.0,57.0
2017-03-25,59.0,59.0,57.9,57.0,57.0,55.9,55.0,57.9,61.0,63.0,66.9,68.0,69.1,68.0,66.0,66.0,64.9,64.0,62.1,61.0,60.1,59.0,59.0,59.0
